portfolio_id,trade_date,portfolio_value
1,2015-04-16,47.90221357345581
1,2015-04-17,47.20631504058838
1,2015-04-20,48.63061332702637
1,2015-04-21,48.22333002090454
1,2015-04-22,48.630653381347656
1,2015-04-23,49.61221170425415
1,2015-04-24,50.77468299865723
1,2015-04-27,50.98669767379761
1,2015-04-28,51.58477210998535
1,2015-04-29,51.473087787628174
1,2015-04-30,50.562259674072266
1,2015-05-01,51.15264701843262
1,2015-05-04,51.13032865524292
1,2015-05-05,50.56944942474365
1,2015-05-06,49.89037084579468
1,2015-05-07,50.25061225891113
1,2015-05-08,50.965092182159424
1,2015-05-11,50.53660202026367
1,2015-05-12,50.335726261138916
1,2015-05-13,50.68003797531128
1,2015-05-14,51.463709354400635
1,2015-05-15,51.18380689620972
1,2015-05-18,51.15049743652344
1,2015-05-19,51.24594736099243
1,2015-05-20,51.3126540184021
1,2015-05-21,51.32739305496216
1,2015-05-22,51.07511281967163
1,2015-05-26,50.42267990112305
1,2015-05-27,51.162846088409424
1,2015-05-28,51.068397521972656
1,2015-05-29,50.44091796875
1,2015-06-01,50.641441345214844
1,2015-06-02,50.52386474609375
1,2015-06-03,50.57366228103638
1,2015-06-04,50.140602111816406
1,2015-06-05,49.858920097351074
1,2015-06-08,49.321412086486816
1,2015-06-09,49.33391332626343
1,2015-06-10,50.25175905227661
1,2015-06-11,50.15105628967285
1,2015-06-12,49.6630334854126
1,2015-06-15,49.3655686378479
1,2015-06-16,49.5814995765686
1,2015-06-17,49.660133361816406
1,2015-06-18,50.11594295501709
1,2015-06-19,49.71347761154175
1,2015-06-22,49.93190288543701
1,2015-06-23,49.996880531311035
1,2015-06-24,49.7094841003418
1,2015-06-25,49.50669813156128
1,2015-06-26,49.23977708816528
1,2015-06-29,48.40903186798096
1,2015-06-30,48.350990772247314
1,2015-07-01,48.782591819763184
1,2015-07-02,48.87546443939209
1,2015-07-06,48.78597688674927
1,2015-07-07,48.81791639328003
1,2015-07-08,48.24237632751465
1,2015-07-09,48.318209171295166
1,2015-07-10,49.11686182022095
1,2015-07-13,50.033555030822754
1,2015-07-14,50.109174728393555
1,2015-07-15,50.183908462524414
1,2015-07-16,51.1015739440918
1,2015-07-17,52.54644536972046
1,2015-07-20,52.73591089248657
1,2015-07-21,51.15301561355591
1,2015-07-22,50.04082107543945
1,2015-07-23,50.15414524078369
1,2015-07-24,49.51503324508667
1,2015-07-27,49.230517864227295
1,2015-07-28,49.42406892776489
1,2015-07-29,49.81869649887085
1,2015-07-30,49.89986181259155
1,2015-07-31,49.87433338165283
1,2015-08-03,49.29767847061157
1,2015-08-04,49.04622507095337
1,2015-08-05,49.324641704559326
1,2015-08-06,49.07304000854492
1,2015-08-07,48.841158390045166
1,2015-08-10,49.4413046836853
1,2015-08-11,49.03321313858032
1,2015-08-12,49.28990936279297
1,2015-08-13,49.07315921783447
1,2015-08-14,49.29217195510864
1,2015-08-17,49.563411712646484
1,2015-08-18,49.47710132598877
1,2015-08-19,48.984050273895264
1,2015-08-20,48.26851797103882
1,2015-08-21,46.291738510131836
1,2015-08-24,44.71237373352051
1,2015-08-25,43.99591827392578
1,2015-08-26,46.29773426055908
1,2015-08-27,47.13923263549805
1,2015-08-28,46.98896360397339
1,2015-08-31,46.704848289489746
1,2015-09-01,44.97945165634155
1,2015-09-02,46.15251302719116
1,2015-09-03,46.24293518066406
1,2015-09-04,45.43506908416748
1,2015-09-08,46.612202167510986
1,2015-09-09,45.94592475891113
1,2015-09-10,46.41756010055542
1,2015-09-11,46.78959941864014
1,2015-09-14,46.45438861846924
1,2015-09-15,47.1566481590271
1,2015-09-16,47.38217306137085
1,2015-09-17,47.27488136291504
1,2015-09-18,46.341753005981445
1,2015-09-21,46.96395826339722
1,2015-09-22,46.33652973175049
1,2015-09-23,46.25691366195679
1,2015-09-24,46.464200496673584
1,2015-09-25,46.440924644470215
1,2015-09-28,45.50455713272095
1,2015-09-29,45.340341091156006
1,2015-09-30,46.14804744720459
1,2015-10-01,46.003252029418945
1,2015-10-02,46.60701656341553
1,2015-10-05,47.7409086227417
1,2015-10-06,47.8054723739624
1,2015-10-07,47.95366287231445
1,2015-10-08,48.327048778533936
1,2015-10-09,48.47277069091797
1,2015-10-12,48.261584758758545
1,2015-10-13,48.07994508743286
1,2015-10-14,47.99222183227539
1,2015-10-15,48.30104732513428
1,2015-10-16,48.41677522659302
1,2015-10-19,48.34463453292847
1,2015-10-20,46.950485706329346
1,2015-10-21,46.774126052856445
1,2015-10-22,47.664114475250244
1,2015-10-23,49.637978076934814
1,2015-10-26,49.699421405792236
1,2015-10-27,48.57362127304077
1,2015-10-28,49.42338705062866
1,2015-10-29,49.36441087722778
1,2015-10-30,48.99977445602417
1,2015-11-02,49.398635387420654
1,2015-11-03,49.925140380859375
1,2015-11-04,49.98237943649292
1,2015-11-05,49.71263360977173
1,2015-11-06,49.81575155258179
1,2015-11-09,49.04680824279785
1,2015-11-10,48.75827598571777
1,2015-11-11,48.76830530166626
1,2015-11-12,48.30915021896362
1,2015-11-13,47.632537841796875
1,2015-11-16,48.39816474914551
1,2015-11-17,48.24576187133789
1,2015-11-18,49.14155054092407
1,2015-11-19,49.37130784988403
1,2015-11-20,49.96012210845947
1,2015-11-23,49.85853338241577
1,2015-11-24,49.862019062042236
1,2015-11-25,49.59443759918213
1,2015-11-27,49.73373031616211
1,2015-11-30,49.91039514541626
1,2015-12-01,50.64530277252197
1,2015-12-02,50.27530765533447
1,2015-12-03,49.74673509597778
1,2015-12-04,50.7549786567688
1,2015-12-07,50.50715970993042
1,2015-12-08,50.251652240753174
1,2015-12-09,49.56472682952881
1,2015-12-10,49.65968465805054
1,2015-12-11,48.74368858337402
1,2015-12-14,49.26718616485596
1,2015-12-15,49.407978534698486
1,2015-12-16,50.08018350601196
1,2015-12-17,49.34289312362671
1,2015-12-18,48.41287803649902
1,2015-12-21,48.84014701843262
1,2015-12-22,49.36095666885376
1,2015-12-23,49.64252424240112
1,2015-12-24,49.50718641281128
1,2015-12-28,49.57440376281738
1,2015-12-29,50.33312273025513
1,2015-12-30,50.06097745895386
